Round,nodes alive,sent,avg energy,max energy,min energy
2440,0,0,0.976734,0.993603,0.571091
2445,0,0,0.976686,0.993592,0.570115
2450,0,0,0.976640,0.993578,0.569326
2455,0,0,0.976593,0.993568,0.568350
2460,0,0,0.976546,0.993551,0.567558
2465,0,0,0.976498,0.993541,0.566582
2470,0,0,0.976450,0.993530,0.565606
2475,0,0,0.976399,0.993514,0.564814
2480,0,0,0.976355,0.993494,0.564209
2485,0,0,0.976307,0.993484,0.563233
2490,0,0,0.976259,0.993473,0.562257
2495,0,0,0.976209,0.993457,0.561465
2500,0,0,0.976161,0.993447,0.560489
2505,0,0,0.976113,0.993436,0.559513
2510,0,0,0.976067,0.993422,0.558724
2515,0,0,0.976020,0.993412,0.557748
2520,0,0,0.975969,0.993390,0.557140
2525,0,0,0.975922,0.993379,0.556164
2530,0,0,0.975874,0.993369,0.555188
2535,0,0,0.975826,0.993358,0.554212
2540,0,0,0.975781,0.993339,0.553607
2545,0,0,0.975734,0.993329,0.552631
2550,0,0,0.975686,0.993318,0.551655
2555,0,0,0.975638,0.993307,0.550679
2560,0,0,0.975593,0.993293,0.549890
2565,0,0,0.975545,0.993283,0.548914
2570,0,0,0.975497,0.993272,0.547938
2575,0,0,0.975446,0.993256,0.547146
2580,0,0,0.975399,0.993240,0.546354
2585,0,0,0.975352,0.993229,0.545378
2590,0,0,0.975306,0.993215,0.544589
2595,0,0,0.975255,0.993200,0.543797
2600,0,0,0.975208,0.993183,0.543005
2605,0,0,0.975160,0.993172,0.542029
2610,0,0,0.975113,0.993162,0.541053
2615,0,0,0.975067,0.993148,0.540265
2620,0,0,0.975019,0.993137,0.539289
2625,0,0,0.974971,0.993127,0.538313
2630,0,0,0.974924,0.993116,0.537337
2635,0,0,0.974877,0.993100,0.536545
2640,0,0,0.974828,0.993081,0.535940
2645,0,0,0.974781,0.993070,0.534964
2650,0,0,0.974733,0.993059,0.533988
2655,0,0,0.974686,0.993043,0.533196
2660,0,0,0.974640,0.993029,0.532407
2665,0,0,0.974592,0.993018,0.531431
2670,0,0,0.974545,0.993008,0.530455
2675,0,0,0.974494,0.992992,0.529663
2680,0,0,0.974449,0.992972,0.529058
2685,0,0,0.974402,0.992962,0.528082
2690,0,0,0.974354,0.992951,0.527106
2695,0,0,0.974306,0.992940,0.526130
2700,0,0,0.974256,0.992919,0.525522
2705,0,0,0.974208,0.992908,0.524546
2710,0,0,0.974163,0.992894,0.523757
2715,0,0,0.974115,0.992884,0.522781
2720,0,0,0.974064,0.992868,0.521989
2725,0,0,0.974017,0.992857,0.521013
2730,0,0,0.973969,0.992847,0.520037
2735,0,0,0.973921,0.992836,0.519061
2740,0,0,0.973876,0.992816,0.518456
2745,0,0,0.973828,0.992806,0.517480
2750,0,0,0.973778,0.992790,0.516688
2755,0,0,0.973730,0.992779,0.515712
2760,0,0,0.973685,0.992765,0.514923
2765,0,0,0.973637,0.992755,0.513947
2770,0,0,0.973586,0.992739,0.513155
2775,0,0,0.973539,0.992728,0.512179
2780,0,0,0.973493,0.992715,0.511390
2785,0,0,0.973446,0.992704,0.510414
2790,0,0,0.973398,0.992693,0.509438
2795,0,0,0.973347,0.992678,0.508646
2800,0,0,0.973299,0.992667,0.507670
2805,0,0,0.973254,0.992653,0.506881
2810,0,0,0.973206,0.992642,0.505905
2815,0,0,0.973159,0.992626,0.505113
2820,0,0,0.973108,0.992610,0.504321
2825,0,0,0.973061,0.992599,0.503345
2830,0,0,0.973015,0.992586,0.502556
2835,0,0,0.972967,0.992575,0.501580
2840,0,0,0.972917,0.992553,0.500972
2845,0,0,0.972870,0.992543,0.499996
2850,0,0,0.972822,0.992532,0.499020
2855,0,0,0.972777,0.992518,0.498231
2860,0,0,0.972729,0.992502,0.497439
2865,0,0,0.972682,0.992491,0.496463
2870,0,0,0.972634,0.992480,0.495487
2875,0,0,0.972586,0.992470,0.494511
2880,0,0,0.972541,0.992456,0.493723
2885,0,0,0.972493,0.992440,0.492931
2890,0,0,0.972446,0.992429,0.491955
2895,0,0,0.972398,0.992418,0.490979
2900,0,0,0.972352,0.992404,0.490190
2905,0,0,0.972304,0.992394,0.489214
2910,0,0,0.972257,0.992377,0.488422
2915,0,0,0.972209,0.992367,0.487446
2920,0,0,0.972162,0.992356,0.486470
2925,0,0,0.972116,0.992342,0.485681
2930,0,0,0.972066,0.992326,0.484889
2935,0,0,0.972018,0.992316,0.483913
2940,0,0,0.971971,0.992299,0.483121
2945,0,0,0.971923,0.992289,0.482145
2950,0,0,0.971875,0.992278,0.481169
2955,0,0,0.971830,0.992264,0.480380
2960,0,0,0.971783,0.992248,0.479588
2965,0,0,0.971735,0.992237,0.478612
2970,0,0,0.971687,0.992226,0.477636
2975,0,0,0.971639,0.992207,0.477031
2980,0,0,0.971592,0.992191,0.476239
2985,0,0,0.971544,0.992180,0.475263
2990,0,0,0.971496,0.992170,0.474287
2995,0,0,0.971448,0.992159,0.473311
3000,0,0,0.971400,0.992140,0.472707
3005,0,0,0.971352,0.992129,0.471731
3010,0,0,0.971305,0.992119,0.470755
3015,0,0,0.971257,0.992102,0.469963
3020,0,0,0.971207,0.992086,0.469170
3025,0,0,0.971159,0.992076,0.468194
3030,0,0,0.971111,0.992065,0.467218
3035,0,0,0.971063,0.992054,0.466242
3040,0,0,0.971018,0.992041,0.465454
3045,0,0,0.970971,0.992030,0.464478
3050,0,0,0.970920,0.992014,0.463685
3055,0,0,0.970872,0.992004,0.462709
3060,0,0,0.970826,0.991990,0.461921
3065,0,0,0.970779,0.991979,0.460945
3070,0,0,0.970731,0.991969,0.459969
3075,0,0,0.970680,0.991953,0.459176
3080,0,0,0.970632,0.991942,0.458200
3085,0,0,0.970585,0.991931,0.457224
3090,0,0,0.970540,0.991912,0.456620
3095,0,0,0.970489,0.991896,0.455828
3100,0,0,0.970441,0.991885,0.454852
3105,0,0,0.970394,0.991875,0.453876
3110,0,0,0.970348,0.991861,0.453087
3115,0,0,0.970298,0.991839,0.452479
3120,0,0,0.970251,0.991829,0.451503
3125,0,0,0.970203,0.991818,0.450527
3130,0,0,0.970155,0.991807,0.449551
3135,0,0,0.970107,0.991797,0.448575
3140,0,0,0.970062,0.991778,0.447970
3145,0,0,0.970015,0.991767,0.446994
3150,0,0,0.969967,0.991757,0.446018
3155,0,0,0.969919,0.991746,0.445042
3160,0,0,0.969874,0.991727,0.444437
3165,0,0,0.969826,0.991716,0.443461
3170,0,0,0.969778,0.991706,0.442485
3175,0,0,0.969730,0.991695,0.441509
3180,0,0,0.969685,0.991681,0.440720
3185,0,0,0.969638,0.991665,0.439928
3190,0,0,0.969590,0.991654,0.438952
