Round,nodes alive,sent,avg energy,max energy,min energy
2690,0,0,0.988825,0.997367,0.706717
2695,0,0,0.988803,0.997362,0.706273
2700,0,0,0.988782,0.997357,0.705716
2705,0,0,0.988761,0.997352,0.705163
2710,0,0,0.988739,0.997345,0.704608
2715,0,0,0.988718,0.997341,0.704058
2720,0,0,0.988696,0.997337,0.703618
2725,0,0,0.988676,0.997331,0.703070
2730,0,0,0.988655,0.997328,0.702516
2735,0,0,0.988634,0.997324,0.701967
2740,0,0,0.988612,0.997320,0.701524
2745,0,0,0.988592,0.997314,0.700974
2750,0,0,0.988571,0.997309,0.700424
2755,0,0,0.988551,0.997304,0.699875
2760,0,0,0.988529,0.997300,0.699320
2765,0,0,0.988508,0.997297,0.698767
2770,0,0,0.988485,0.997291,0.698320
2775,0,0,0.988465,0.997286,0.697774
2780,0,0,0.988443,0.997280,0.697219
2785,0,0,0.988423,0.997275,0.696672
2790,0,0,0.988403,0.997270,0.696120
2795,0,0,0.988382,0.997265,0.695572
2800,0,0,0.988361,0.997259,0.695131
2805,0,0,0.988341,0.997255,0.694587
2810,0,0,0.988319,0.997250,0.694032
2815,0,0,0.988298,0.997246,0.693483
2820,0,0,0.988277,0.997240,0.693044
2825,0,0,0.988257,0.997236,0.692491
2830,0,0,0.988235,0.997232,0.691938
2835,0,0,0.988214,0.997228,0.691386
2840,0,0,0.988193,0.997221,0.690949
2845,0,0,0.988172,0.997217,0.690398
2850,0,0,0.988152,0.997212,0.689848
2855,0,0,0.988131,0.997206,0.689292
2860,0,0,0.988110,0.997201,0.688742
2865,0,0,0.988088,0.997196,0.688296
2870,0,0,0.988067,0.997191,0.687750
2875,0,0,0.988046,0.997185,0.687196
2880,0,0,0.988024,0.997180,0.686642
2885,0,0,0.988002,0.997177,0.686198
2890,0,0,0.987982,0.997172,0.685652
2895,0,0,0.987960,0.997164,0.685099
2900,0,0,0.987939,0.997159,0.684546
2905,0,0,0.987918,0.997153,0.683991
2910,0,0,0.987896,0.997148,0.683552
2915,0,0,0.987876,0.997143,0.683002
2920,0,0,0.987855,0.997137,0.682454
2925,0,0,0.987834,0.997133,0.681897
2930,0,0,0.987812,0.997129,0.681459
2935,0,0,0.987791,0.997123,0.680905
2940,0,0,0.987770,0.997116,0.680357
2945,0,0,0.987749,0.997111,0.679808
2950,0,0,0.987727,0.997106,0.679366
2955,0,0,0.987706,0.997102,0.678822
2960,0,0,0.987686,0.997096,0.678271
2965,0,0,0.987665,0.997091,0.677720
2970,0,0,0.987644,0.997087,0.677171
2975,0,0,0.987622,0.997080,0.676727
