Round,nodes alive,sent,avg energy,max energy,min energy
5310,0,0,0.954298,0.991874,0.000000
5320,0,0,0.954224,0.991851,0.000000
5330,0,0,0.954148,0.991828,0.000000
5340,0,0,0.954073,0.991805,0.000000
5350,0,0,0.953997,0.991781,0.000000
5360,0,0,0.953921,0.991758,0.000000
5370,0,0,0.953847,0.991735,0.000000
5380,0,0,0.953771,0.991711,0.000000
5390,0,0,0.953696,0.991688,0.000000
5400,0,0,0.953620,0.991665,0.000000
5410,0,0,0.953544,0.991642,0.000000
5420,0,0,0.953470,0.991618,0.000000
5430,0,0,0.953394,0.991595,0.000000
5440,0,0,0.953319,0.991572,0.000000
5450,0,0,0.953243,0.991548,0.000000
5460,0,0,0.953167,0.991525,0.000000
5470,0,0,0.953093,0.991502,0.000000
5480,0,0,0.953017,0.991479,0.000000
5490,0,0,0.952942,0.991455,0.000000
5500,0,0,0.952866,0.991432,0.000000
5510,0,0,0.952792,0.991409,0.000000
5520,0,0,0.952716,0.991385,0.000000
5530,0,0,0.952641,0.991362,0.000000
5540,0,0,0.952565,0.991339,0.000000
5550,0,0,0.952490,0.991315,0.000000
5560,0,0,0.952415,0.991292,0.000000
5570,0,0,0.952338,0.991269,0.000000
5580,0,0,0.952264,0.991246,0.000000
5590,0,0,0.952188,0.991222,0.000000
5600,0,0,0.952113,0.991199,0.000000
5610,0,0,0.952038,0.991176,0.000000
5620,0,0,0.951963,0.991152,0.000000
5630,0,0,0.951887,0.991129,0.000000
5640,0,0,0.951811,0.991106,0.000000
5650,0,0,0.951736,0.991083,0.000000
5660,0,0,0.951660,0.991059,0.000000
5670,0,0,0.951586,0.991036,0.000000
5680,0,0,0.951510,0.991013,0.000000
5690,0,0,0.951434,0.990989,0.000000
5700,0,0,0.951359,0.990966,0.000000
5710,0,0,0.951283,0.990943,0.000000
5720,0,0,0.951209,0.990920,0.000000
5730,0,0,0.951133,0.990896,0.000000
5740,0,0,0.951057,0.990873,0.000000
5750,0,0,0.950982,0.990850,0.000000
5760,0,0,0.950906,0.990826,0.000000
5770,0,0,0.950832,0.990803,0.000000
5780,0,0,0.950756,0.990780,0.000000
5790,0,0,0.950679,0.990757,0.000000
5800,0,0,0.950605,0.990733,0.000000
5810,0,0,0.950529,0.990710,0.000000
